,Unnamed: 0,sentence,classification,Model
110,110,864942730 10565946 3217380708 2510215966 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2473389857 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3918336191 847961216 1868602760 2245384272 773607102 2246728737 3542456614 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 1188634672 2976033787 4151858217 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
111,111,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 3162837314 864674487 2115476908 2245384272 3994088662 2246728737 3542456614 3218693969 951226070 3218693969 951226070 3218693969 994485099 3217380708 2238101436 2976816164 2135049455 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 2976816164 3411433865 882399112 4039837947 882399112 4039837947 847957139 1083852209 2246728737 1861965050,0,Train
112,112,864674487 2154935424 2246699815 892756502 864942730 1510328189 2976033787 2211527187 2092489639 443932914 2968968094 2803848648 2968968094 2142032900 2968968094 2117068077 2246699815 3614376044 864942730 1510328189 2245273601 486099496 848128881 4105069056 2246699815 1796784588 864942730 1510328189 2245273601 2637439965 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 4223976160 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 1506993418 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 486099496 848128881 4105069056 2246699815 1796784588 864942730 1510328189 2245273601 4066851934 847961216 1362518133 2246699815 4222851645 864942730 1510328189 2245273601 2579634572 864662311 1542633699 2246728737 3537119515 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246728737 3818546315 2245384272 1583799011 2245384272 1167322652 2246699815 3328145258 864942730 1510328189 847957139 2591432844 2245384272 172238518 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 3537119515 2246728737 3818546315 2245384272 172238518 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246728737 3975275337,0,Train
113,113,3351556771 1047677647 2968968094 1689898788 2976033787 298374928 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2976033787 1259710714 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2976033787 2628911394 2114006677 2238033879 2968968094 1489640315 2968968094 2142032900 2968968094 2117068077 2976033787 2123773062 3351556771 1073159142 2968968094 3991020861 3218693969 2070178920 3218693969 2070178920 2968968094 3991020861 2246728737 1858577693 2245273601 3081284555 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2246728737 3537119515,0,Train
115,115,864942730 1510328189 2246699815 1054767590 847961216 717512901 2245384272 781912670 2245273601 2970230672 847694221 2575708250 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4066851934 2245273601 3004333805 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4223976160 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 781917169 2245277810 3656301681 864662311 1542631284 2245384272 1583009052 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 4223108416 864942730 1510328189 847961216 1790668568 3217380708 3918336191 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 4037090848 864942730 1510328189 864942795 1510323402 3217380708 691001697 2041434490 3458774156 2041434490 136366266 2041434490 136663819 2041738475 25979242,0,Train
116,116,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 994485099 3217380708 3982076256 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 2976816164 2800285969 2130998634 1710622492 3217380708 926483414 847957139 1083852209 3217380708 3980805843 3217380708 2238101436 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1857396528 882399112 3337745083 3217380708 2154975788 3218693969 994485099 3217380708 2459558207 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469,0,Train
117,117,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3624155 2245384272 913947419 2976816164 3702589077 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 864942730 10565946 2968968094 1910766508 2246728737 1861965050,0,Train
118,118,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 2246699815 2827868305 864674487 2222715027 2245384272 4003054055 2245277810 89983472 847694221 2575704555 2245384272 73745272 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 4022712435 864662311 1535166686 864942730 1510328189 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2246728737 3835273908,0,Train
119,119,882399112 485463469 2245277810 1312131881 882399112 485463469 882399112 485463469 3217380708 3933537673 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245384272 3957580956 847690172 314526925 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 3796841743 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2510215966 864942730 10565946 3217380708 3176806076 2041434490 1100037548 3218693969 3776905034 3218693969 951226070 3217380708 4089138501 3217380708 3983062349 3218693969 994485099 2245384272 618671879 2246728737 3542456614 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
120,120,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 3982076256 3217380708 2353112200 3218693969 994485099 3217380708 2238101436 3217380708 368531313 3189457552 4195680018 3217380708 368531313 3217380708 2238101436 3218693969 994485099 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 2976816164 172434485 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 847957139 1083852209 3218693969 951226070 3218693969 951226070 3217380708 1857396528 882399112 3337745083 3218693969 951226070 3218693969 951226070,0,Train
121,121,3612926680 3632350815 3217380708 4239037249 3218693969 54936104 3351556771 1880637161 3218693969 54936104 3217380708 4089138501 2245384272 74537039 2245273601 4223976160 847961216 2341585586 3217380708 808533707 2130998634 1710622492 2976816164 158799869 2968968094 1910766508 3217380708 1842898132 3217380708 3982076256 3218693969 951226070 3218693969 951226070 3217380708 2246340824 1016841875 3452535345 3218693969 994485099 2246728737 1861965050 2246728737 1861965050 2246699815 2661865929 864942730 1510328189 864942795 1510323402,0,Train
122,122,1016841875 3452535345 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 2246699815 1054767590 864942730 1510328189 847961216 1790668568 3217380708 3918336191 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 1739641810 2130998634 1710622492 3217380708 2654590245 847957139 1083852209 2968968094 2513428378 2092489639 1849554589 2246728737 3657471097 3217380708 3974650111 864942730 10565946 2246728737 1861965050,0,Train
123,123,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 2436343001 2041434490 631553871 3217380708 1059124080 847957139 1083852209 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 864942730 10565946 2968968094 1910766508 2246728737 1861965050,0,Train
124,124,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 1449131080 3218693969 994485099 3217380708 2353112200 3218693969 994485099 3217380708 2353112200 3218693969 994485099 3217380708 606428793 864942730 10565946 2132511834 3510196525 2976033787 298374928 2968968094 1785683843 3189457552 3203709451 2968968094 4255906034 3218693969 2070178920 3218693969 2070178920 2968968094 1823304278 2976033787 4093258568 2132511834 3510196525 3217380708 606428793 864942730 10565946 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245273601 3081284555 864662311 1542633699 2245384272 562443903 847690172 314526925 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245273601 548743766 2246728737 3537119515 2246728737 3537119515 2246728737 3835273908,0,Train
125,125,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2089117413 3217380708 2697110228 2041434490 1101907775 3217380708 1446633534 847957139 1083852209 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1510461303 2245384272 1173346717 2245900962 141882433 847433064 2551483158 3218693969 951226070 3218693969 951226070,0,Train
126,126,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 1890810400 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 1785683843 2976033787 3143838675 882399112 4041152544 847957139 1083852209 2246728737 1861965050,0,Train
127,127,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 158799869 2130998634 1710622492 3217380708 808533707 847961216 2341585586 2245273601 4223976160 2245384272 74537039 3217380708 4089138501 3218693969 54936104 3351556771 1880637161 3218693969 54936104 3217380708 3982076256 3217380708 2353112200 3218693969 3777168895 2041434490 458195553 2132511834 692277943 3218693969 2752034647 2246699815 2661865929 864942730 1510328189 864942795 1510323402 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,0,Train
128,128,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 158799869 2130998634 1710622492 3217380708 808533707 847961216 2341585586 2245273601 3156812067 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 571945592 2132511834 2296565457 3217380708 328936174 864942730 10565946 3217380708 1913726790 3218693969 3777168895 2041434490 1100037548 2245900962 551287920 847433064 2551483158 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,0,Train
129,129,3351556771 1792562719 3218693969 54936104 3217380708 4121755354 3218693969 994485099 3217380708 4165543522 2976816164 739497037 847690172 1189417193 2245384272 562443903 2245273601 1735424888 864662311 1542633699 2245273601 4073938295 847961216 1362518133 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245384272 74537039 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2968968094 2119439498 2968968094 2119439498 2245384272 73745272 2245277810 1914229733 2246728737 3537123720 2246728737 3537123720 2246728737 3537123720,0,Train
130,130,1026928756 229197718 2245384272 4120224926 2245384272 1583799011 2245273601 4223976160 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 1167322652 2245384272 1583799011 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246699815 4222851645 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2246728737 3537119515 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2246728737 2592252298,0,Train
131,131,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 4115064110 3351556771 1792562719 3218693969 54936104 3217380708 3982076256 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2115476908 2245384272 4008337421 2245384272 1173125914 2246728737 3542456614 3218693969 951226070 3218693969 951226070 3217380708 4086265842 2245384272 616374597 2246699815 3315826729 864942730 1510328189 847961216 828869727 2246699815 2449343925 847954377 2591264588 847957139 2591432844,0,Train
132,132,864942730 10565946 3217380708 3182177290 2132511834 3510196525 2976033787 298374928 2968968094 517457164 2976033787 1228815484 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 1276993226 3217380708 3234104871 864942730 10565946 2132511834 3510196525 2976033787 1259710714 2246728737 1858577693 2246728737 1858577693 2245273601 3081284555 864662311 1542633699 2245384272 1582607016 2245273601 2424530656 2246699815 4222851645 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 2246728737 3537119515,0,Train
133,133,3612926680 3632350815 3217380708 2646219661 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1790668568 3217380708 3918336191 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 1163048604 2092489639 3346539298 2245384272 2251883808 2246699815 3315826729 864942730 1510328189 847961216 828869727 2246699815 2449343925 847954377 2591264588 847957139 2591432844 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
134,134,864674487 2115476908 2245384272 4008337421 2245384272 1173125914 2246728737 3542456614 3217380708 3162837314 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 2473389857 2092489639 662511025 2968968094 2803848648 2968968094 2142032900 2968968094 1276993226 3217380708 2510215966 864942730 10565946 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 4159771440 2245273601 1409451322 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
135,135,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 3128759172 2132511834 3727977332 2976816164 2828964885 2245384272 2766092170 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2245384272 913947419 2245384272 912632640 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 849275503 1169352347,0,Train
136,136,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 158799869 2130998634 1710622492 3217380708 808533707 847961216 2341585586 2245273601 4223976160 2245384272 74537039 3217380708 4089138501 3218693969 54936104 3351556771 1880637161 3218693969 54936104 3217380708 4089138501 2245384272 3624155 2245384272 1173125914 2246728737 3542456614 2246699815 2661865929 864942730 1510328189 864942795 1510323402 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,0,Train
137,137,3351556771 1791271074 3217380708 4253926346 3217380708 36538691 2041434490 1101907775 3217380708 141157017 2246728737 422715066 3217380708 926483414 2130998634 1710622492 2976816164 2800285969 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 3777168895 2041434490 3118255683 3218693969 725322217 2041434490 3118255683 3218693969 3777168895 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 847957139 1083852209,0,Train
138,138,1016841875 3452535345 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1163048604 2092489639 3346539298 2245384272 2251883808 2246699815 3315826729 864942730 1510328189 847961216 828869727 2246699815 2449343925 847954377 2591264588 847957139 2591432844 3217380708 1163048604 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2459741777 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2994748777 3218693969 951226070 3218693969 951226070 2246699815 1822332700 864942730 1510328189 2246728737 3545365497 3218693969 951226070 3218693969 951226070,0,Train
139,139,1016841875 3452535345 3217380708 2246340824 3218693969 994485099 3217380708 1842898132 2968968094 1910766508 2976816164 158799869 2130998634 1710622492 3217380708 808533707 847961216 2341585586 2245273601 3156812067 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 726455819 2041434490 3460898310 3189457552 3376021752 3217380708 1196209343 864942730 10565946 2041738475 267363903 3217380708 3982076256 3218693969 951226070 3218693969 951226070 2246728737 1861965050 2246728737 1861965050,0,Train
140,140,882399112 3337745083 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 1054767590 864942730 1510328189 3217380708 3772302167 2041434490 1100037548 3218693969 3777168895 3217380708 1999904870 3218693969 951226070 3218693969 951226070 2245900962 551287920 847433064 2551483158 3218693969 994485099 3217380708 2238101436 2976816164 2436343001 2041434490 631553871 3217380708 542690499 3189457552 2697642734 2976033787 2245773786 2968968094 516041383 2245277810 1342596238 882399112 485463469 882399112 485463469 882399112 485463469 847957139 1083852209 2246728737 1861965050,0,Train
141,141,3612926680 3632350815 3217380708 4239037249 3218693969 994485099 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 2245384272 3599139274 2976033787 1739309282 2968968094 2302361865 2865977551 2392622418 864942730 1971534293 864942730 1971534293 2968968094 2302361865 2976033787 4143260864 847690172 1188634672 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 970433791 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976033787 3482873808 2968968094 2117068077 2968968094 2117068077 2976033787 675765711 864662311 266675433,0,Train
142,142,1016841875 3452535345 3217380708 2424973678 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3217380708 4042373501 847961216 1790668568 2246699815 411967733 864942730 1510328189 2246728737 3545365497 2245384272 4141156724 847336149 1962383056 2246699815 2447801009 847961216 828869727 2246699815 3315826729 864942730 1510328189 2245384272 2251883808 2092489639 3345225135 3217380708 3820826669 3217380708 2360741695 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 571978829 847957139 2591432844,0,Train
143,143,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 994485099 2245384272 74537039 2245273601 4073938295 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3207567135 3218693969 994485099 2246728737 422715066 2246699815 1738265797 864942730 1510328189 848128881 3012778962 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245384272 603510687 2245384272 1173125914 2246728737 3542456614 2245273601 3411158823 864662311 1542633699 2976033787 179419379 2114006677 2238033879 2968968094 1489640315 2968968094 2803848648 2092489639 435232729 2968968094 2811394787 2246699815 729796064 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
144,144,3612926680 3632350815 3217380708 4239037249 3218693969 994485099 3217380708 4121755354 3218693969 994485099 3217380708 1857396528 882399112 3337745083 3217380708 4160330003 847957139 1083852209 2245384272 3599139274 2976033787 1739309282 2968968094 2302361865 2865977551 2392622418 864942730 1971534293 864942730 1971534293 2968968094 2302361865 2976033787 4143260864 847690172 1188634672 2245384272 3957580956 3217380708 4121755354 3218693969 994485099 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 951226070 2245277810 2031422983 882399112 485463469 882399112 485463469 2246728737 3537123720 2976033787 675765711 864662311 266675433,0,Train
145,145,999334238 3878919339 864674487 955147207 3217380708 3162837314 3218693969 994485099 3217380708 2994748777 3218693969 994485099 3217380708 3162837314 864674487 2115476908 2245384272 3995043796 2246699815 3315826729 864942730 1510328189 847961216 717512901 2245384272 787069595 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 568857350 847694221 2583199761 3218693969 994485099 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 1467778651 2246728737 3537119515 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 864942730 2228063684 864942730 2228063684 2245384272 2765522949 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
146,146,864942730 10565946 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 1059124080 2041434490 631553871 2976816164 1794537642 2976816164 4149704519 2968968094 516041383 2976033787 2999514534 2968968094 517457164 2976033787 2999514534 2968968094 516041383 2968968094 517457164 2976033787 2999514534 2968968094 516041383 2968968094 517457164 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 847957139 1083852209,0,Train
147,147,999334238 564293713 864942730 2228063684 864942730 2228063684 848128881 3035449400 2246728737 3818546315 3217380708 2577837950 2041434490 1101907775 3217380708 3036056847 2968968094 1276993226 2968968094 2117068077 2976033787 1228815484 2968968094 2117068077 2968968094 1276993226 3217380708 1761226683 3218693969 994485099 3217380708 1761226683 2968968094 1910766508 2976816164 3862084845 847694221 1302508605 2246728737 1861965050 3217380708 2177590383 3189457552 1078211001 2968968094 4256629345 3217380708 1761226683 3218693969 994485099 3218693969 994485099 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693 2246728737 3835273908,0,Train
148,148,999334238 1294138518 864942730 2228063684 864942730 2228063684 2245384272 1789200865 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614 3217380708 2223687999 3218693969 994485099 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246699815 1054767590 864942730 1510328189 847961216 1362518133 2245273601 4073938295 2245273601 1735424888 864662311 1542633699 2245384272 562443903 847690172 4159771440 2245273601 1409451322 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 2246728737 3537119515 2245384272 74537039 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0,Train
149,149,2865977551 2033980123 864942730 1971534293 864942730 1971534293 2092489639 332168919 2976816164 3405578652 2968968094 516041383 2976033787 732795900 2143075994 183631286 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 994485099 3217380708 3162837314 864674487 431202968 2245273601 1619222458 2246728737 3537119515 2246728737 3537119515 3218693969 951226070 3218693969 98513984 3218693969 951226070 2246728737 1858577693 2968968094 2810604122 2092489639 2916997041 2246728737 3657471097 3217380708 2473389857 3218693969 994485099 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 98513984 3218693969 951226070,0,Train
150,150,882399112 3337745083 3217380708 1637836422 3218693969 994485099 3217380708 2473389857 2092489639 55482346 2976816164 4146891566 2968968094 2119439498 2968968094 1412710081 2143075994 192851103 2968968094 1412710081 2968968094 2119439498 2245384272 2297583734 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 411967733 864942730 1510328189 2246728737 3545365497 3218693969 951226070 3218693969 951226070 3217380708 3057782283 2041434490 1090571167 3217380708 1531048361 864942730 10565946 847961216 3028039221 2976033787 623728226 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 3218693969 951226070 3218693969 98513984 3218693969 951226070,0,Train
151,151,882399112 3337745083 3217380708 2901758233 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 2353112200 3218693969 994485099 3217380708 2154975788 3218693969 951226070 3218693969 98513984 3218693969 951226070 2976816164 172434485 2041434490 631553871 3217380708 542690499 3189457552 1078211001 2968968094 2131356872 847957139 1083852209 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070,0,Train
152,152,864674487 2076190208 2246728737 3975275337 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 2154975788 3218693969 951226070 3218693969 951226070 2976816164 672299294 2130998634 1710622492 3217380708 3104121205 847957139 1083852209 2976033787 1808477881 864674487 1978844073 2246728737 3975275337 2968968094 516041383 3217380708 2154975788 3218693969 994485099 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 3118255683 3218693969 3777168895,0,Train
153,153,882399112 3337745083 3217380708 1857396528 3218693969 994485099 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 2245273601 2903607685 2245384272 74537039 3217380708 4089138501 3218693969 994485099 3217380708 1428903162 848127915 271903915 864942730 2378779377 864942795 2378775366 3218693969 951226070 3218693969 951226070 3217380708 1135286194 864674487 2076190208 2246728737 3975275337 3217380708 3847608821 2041434490 1101907775 3217380708 352832185 2132511834 2297887526 3218693969 2752034647 847957139 1083852209,0,Train
