,sentence,classification
1472,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2473389857 2092489639 2608733601 2976816164 4146891566 3217380708 2809361097 2132511834 831463242 2968968094 1428527756 864942730 10565946 2968968094 2119439498 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1167268241 2246703798 530250207 2246699815 1607636728 3217380708 2994748777 3218693969 951226070 3218693969 951226070 3217380708 1637836422 882399112 3337745083 3218693969 951226070 3218693969 951226070 2246728737 3545365497 2968968094 2803848648 2968968094 2119439498,1.0
1473,3218693969 951226070 3217380708 2473389857 2092489639 2608733601 2976816164 4146891566 3217380708 2809361097 2132511834 831463242 2968968094 1428527756 864942730 10565946 2968968094 2119439498 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1510461303 2245384272 4008337421 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 882399112 3337745083 2968968094 2803848648 2968968094 2119439498 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
1474,2976816164 4214532707 2968968094 516041383 2976033787 2455017113 2976033787 1787372080 848128881 3435152847 2246699815 2355616982 2245384272 616374597 3217380708 4121755354 3218693969 994485099 3217380708 2424973678 3217380708 2424973678 1016841875 3452535345 3218693969 951226070 3218693969 951226070 1016841875 3452535345 864942730 1510328189 2246728737 3818546315 2968968094 2117068077 2968968094 2119439498 2092489639 190140222 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 2968968094 2119439498 2968968094 2142032900 2968968094 1257718710 3189457552 3195927545,1.0
1475,3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3124581743 3217380708 2308348490 3217380708 3124581743 2246728737 422715066 2246699815 1054767590 847961216 1790668568 3217380708 3594646603 2041434490 3460898310 3189457552 3376021752 3217380708 3661262542 3218693969 994485099 2246728737 422715066 864942730 1510328189 2246728737 422715066,1.0
1476,3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 951226070 3218693969 951226070 3217380708 2154975788 2976816164 486705461 2245273601 4048813351 2245384272 1582607016 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 848128881 4178682433 2246728737 3818546315 2246728737 3818546315 2968968094 2119439498 2968968094 2142032900 2968968094 2119439498 1016841875 3452535345,1.0
1477,3218693969 951226070 3218693969 98513984 3218693969 3776905034 2041434490 1100037548 3217380708 36538691 3217380708 2238101436 2976816164 4272365792 3217380708 2238101436 3217380708 36538691 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 2245384272 3555434182 3217380708 4121755354 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070 2245384272 3555434182 3217380708 4121755354 3218693969 3777168895 2041434490 3118255683 3218693969 3776905034 3218693969 98513984 3218693969 951226070 864666390,1.0
1478,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3982076256 3217380708 1842145205 3217380708 1842145205 3217380708 3982076256 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2968968094 4142616092 2968968094 2513428378 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 1276993226,1.0
1479,3218693969 572760528 3217380708 3334525955 3217380708 3983062349 3217380708 3820826669 3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 1016841875 3452535345 2092489639 3042542132 3217380708 2473389857 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 882399112 3337745083 2976033787 3482873808 2968968094 2117068077 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 2257970297 2092489639 1923187777 3217380708 3119383463 2132511834 831463242 2968968094 416356657 2968968094 2803848648 864942730 10565946 2968968094 2803848648 2968968094 2117068077,1.0
1480,847433064 2551483158 2245900962 551287920 3217380708 1999904870 3218693969 951226070 3218693969 951226070 3217380708 368531313 3189457552 4195680018 3217380708 368531313 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1842145205 3217380708 1842145205 2968968094 1276993226 2968968094 2803848648 2092489639 1634606847 2968968094 2803848648 2968968094 1276993226 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 3217380708 3982076256 3218693969 994485099,1.0
1481,2976033787 1286704427 864674487 617798156 3217380708 1135286194 3217380708 4089138501 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 2849741637 864662311 1535166686 3189457552 2667063169 2976033787 1916236386 2976033787 675765711 864662311 266675433 2976033787 675765711 2976033787 675765711 864662311 266675433 864662311 266675433 2245384272 3153477100 864662311 1535166686,1.0
1482,2246728737 3975275337 864674487 913917326 847336149 2451306927 2246699815 3240887795 2245900962 781447971 847433064 2551483158 2976033787 2085103825 2968968094 2811394787 2092489639 198581797 2968968094 2803848648 2968968094 2117068077 2976033787 2974534217 2968968094 2117068077 2968968094 2803848648,1.0
1483,3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 3217380708 2994748777 2246699815 1909986973 2245384272 1167322652 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2976816164 4179541127 3217380708 3974650111 2092489639 2975116251 2246728737 3657471097 3217380708 2510215966 2968968094 1910766508 864942730 10565946 864942730 10565946 2968968094 2119439498 2968968094 2803848648 864942730 1510328189 882399112 3337745083,1.0
1484,2976033787 2617658656 3217380708 3334979549 3218693969 2446961558 2976033787 1770172888 2245384272 1924383628 2092489639 1634606847 2968968094 2513428378 3217380708 3234104871 2132511834 2296493092 3217380708 3234104871 2968968094 2513428378 864942730 10565946 864942730 10565946 2968968094 2811394787 2092489639 2014255590 2246728737 3657471097 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2720313463 3217380708 3981762496 3217380708 1842898132 3218693969 2752034647 2132511834 2297887526 2968968094 1824088295,1.0
1485,3218693969 994485099 3217380708 1135286194 3217380708 1135286194 3218693969 951226070 3218693969 951226070 3217380708 970433791 2976033787 3482873808 2968968094 460073430 2132511834 831463242 3217380708 3234104871 2968968094 1824088295 864942730 10565946 864674487 2076190208 2246728737 3975275337 864674487 617798156 2976033787 1486598263 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077,1.0
1486,3218693969 951226070 3217380708 970433791 2976033787 1721149895 2976033787 649201019 847961216 1693331843 2246699815 2806018737 864942730 1510328189 2976033787 2015089002 2132511834 3510196525 3217380708 3234104871 2968968094 1276993226 2968968094 2117068077 864942730 10565946 2968968094 517457164 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
1487,3218693969 951226070 3217380708 970433791 2976033787 3482873808 2968968094 2811394787 2092489639 662511025 3217380708 2510215966 2968968094 1276993226 2968968094 3402594617 2041434490 55489393 3217380708 1342092334 2968968094 1824088295 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
1488,2976033787 1795978025 848128881 1020688776 2976033787 1795978025 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2976033787 1795978025 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2968968094 1824088295 3217380708 1842114921 3217380708 369315086 3189457552 1078211001 2968968094 1785683843 3217380708 1857396528 3218693969 951226070 3218693969 951226070 3217380708 2309124039 2246699815 1070821685 864942730 1510328189 847957139 2591432844 882399112 3337745083,1.0
1489,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2353112200 3217380708 658782932 2041434490 55489393 2968968094 3625967751 3217380708 3234104871 2132511834 2296493092 3217380708 2851977513 3217380708 1168541985 2092489639 2530377886 2041434490 2435680164 3217380708 4033380444 2246728737 422715066 2245384272 2251845666 2246728737 3542456614 864942730 10565946,1.0
1490,2246728737 1858577693 2976033787 2017861928 2968968094 2811394787 2092489639 1634606847 2245384272 2257970297 2245384272 1510461303 2245384272 2257970297 2092489639 3346539298 3217380708 3820826669 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3983062349 3217380708 3983062349 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3820826669 2968968094 2811394787 2976033787 2017861928 2246728737 1858577693 2132511834 4006278292,1.0
1491,3218693969 951226070 3217380708 3796841743 2092489639 4212936508 3217380708 3777243454 2041434490 1101907775 3217380708 690255344 2041434490 2435680164 2246699815 1738265797 848128881 994637429 2246728737 3818546315 2246728737 3818546315 864942730 1510328189 2245384272 3908647167 847961216 717512901 2246699815 3315826729 2245384272 772927515 847957139 2592785365 864942730 1510328189 3217380708 2309124039 3218693969 994485099 3217380708 2246340824 3218693969 951226070 1016841875 3452535345 2246699815 3341916169 3217380708 2309124039 3217380708 2424973678 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 1016841875 3452535345 864942730 1510328189,1.0
1492,2976033787 623728226 847961216 1693331843 2246699815 2574917850 2092489639 203851115 3217380708 3796841743 3217380708 2238101436 2976816164 2677752761 2246728737 1861965050 2246728737 1861965050 2968968094 2810604122 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 2968968094 517457164 2976033787 2463614838 2092489639 469168129 2246728737 3657471097 2976033787 2463614838 2968968094 517457164 2968968094 2117068077 2968968094 2117068077,1.0
1493,3218693969 951226070 3218693969 951226070 3217380708 3918336191 3218693969 994485099 3217380708 4158944142 3217380708 4041573576 847961216 1790668568 2246699815 1399127774 864674487 2222715027 2245384272 3994088662 2246728737 3542456614 864942730 1510328189 847957139 1083852209 847961216 1868602760 2245384272 3908647167 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 882399112 3337745083,1.0
1494,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1449131080 848128881 169168885 2976816164 4151041871 2968968094 2119439498 2968968094 2803848648 2092489639 1634606847 2245384272 2257970297 2245384272 1167322652 2246699815 4194366826 864674487 2154935424 2246728737 3975275337 864942730 1510328189 2968968094 2803848648 2968968094 2119439498 2246699815 1211233089 864674487 2154935424 2246728737 3975275337 864942730 1510328189 2246699815 2355616982 2245384272 2064788354 2246728737 3542456614 864942730 1510328189,1.0
1495,3218693969 951226070 3218693969 951226070 3217380708 2246340824 3218693969 994485099 3217380708 3982076256 3217380708 3796841743 2092489639 662511025 3217380708 490563856 2041434490 1090571167 3217380708 3438321593 864942730 10565946 2968968094 4256629345 3189457552 1078211001 2968968094 2803848648 2968968094 3402594617 2041434490 55489393 3217380708 658782932 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345 1016841875 3452535345,1.0
1496,2976033787 945676240 3217380708 3334525955 3217380708 1842898132 2968968094 1276993226 2968968094 2117068077 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 847961216 2572035617 2245384272 772910113 2245900962 3633369638 2245897107 3492293582,1.0
1497,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 4121755354 2245384272 3555434182 2976816164 1740188103 2976816164 3574056930 2976816164 3371487996 2246728737 1861965050 2246728737 1861965050 2976033787 2975316496 2968968094 516041383 2968968094 2117068077 2968968094 2119439498 2246728737 1861965050 864674487 1760379884 2245384272 4008337421 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315,1.0
1498,3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3026394695 3217380708 1842114921 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 2974534217 2968968094 1824088295 2968968094 517457164 2976033787 623728226 847961216 1603623823 999334238 3044745418 848128881 368370992 2245384272 592593828 2246728737 3542456614 2245384272 592593828 2246728737 3542456614 864942730 2228063684 864942730 2228063684 2968968094 2811394787 2092489639 1620258790 2245384272 2257970297 2245384272 1173125914 2246728737 3542456614 864662311 26234434,1.0
1499,2976816164 1012780892 3217380708 2238101436 3217380708 3796841743 3218693969 951226070 3218693969 951226070 3217380708 3162837314 3218693969 994485099 864674487 2077658817 2246699815 3090652201 2092489639 435232729 2968968094 2513428378 3217380708 1842898132 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 2968968094 1276993226 2968968094 2803848648 864942730 1510328189 2092489639 228862830 2976033787 1502219521 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 2246728737 3657471097 2246728737 1861965050,1.0
1500,3218693969 3777168895 3217380708 4089138501 3217380708 4086265842 3217380708 3025629386 3217380708 4033380444 2041434490 1100037548 2246728737 422715066 864662311 26234434 2245384272 2849741637 864662311 1535166686 2245384272 864365306 1026928756 1812689920 1026928756 1812689920 2245384272 864365306 3217380708 4089138501 3218693969 3777168895 2041434490 1100037548 3217380708 4033380444 3217380708 3025629386 3217380708 4086265842 2245384272 2849741637 864662311 1535166686 864662311 26234434 2246728737 422715066,1.0
1501,3218693969 994485099 3217380708 2036328569 3217380708 2353112200 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070 3189457552 4197146180 3217380708 368713488 3217380708 2360741695 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
1502,864662311 26234434 3217380708 2905660137 3218693969 951226070 3218693969 951226070 3217380708 1842898132 2968968094 1824088295 2976033787 2455017113 2976033787 1397494279 2968968094 2117068077 2968968094 1257718710 3189457552 3203709451 2968968094 2131356872 2976816164 2618049074 2968968094 2119439498 2968968094 2803848648 2092489639 1620258790 2245384272 1924383628 2976033787 1730555933 2968968094 2117068077 2968968094 2117068077 3217380708 2238101436 3218693969 994485099,1.0
1503,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2850656190 3217380708 3796841743 2092489639 3346582092 3217380708 1871221615 3217380708 3982076256 3217380708 356132508 2132511834 2296493092 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 951226070 864942730 10565946 2245384272 2258843522 2245273601 486030630 848128881 4178682433 2246728737 3818546315 2246728737 3818546315 2246728737 3537119515,1.0
1504,4269929640 3218693969 951226070 3217380708 2994748777 2246699815 1384760687 3217380708 1260625356 2968968094 1276993226 2968968094 2803848648 2092489639 1634606847 2968968094 2513428378 2245384272 2251845666 2246728737 3542456614 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3855292234,1.0
1505,2245384272 1167322652 2246699815 4194366826 864674487 1979311206 2976033787 1486598263 2968968094 1824088295 3217380708 3327625720 3218693969 2070976245 2968968094 1823304278 2976033787 1421345390 2976033787 1397494279 2976816164 778974661 2976033787 2086410360 2968968094 2117068077 2968968094 2117068077 2246699815 1667497117 2246728737 3545365497 864942730 1510328189 2968968094 2119439498 2968968094 2117068077 2976033787 1397494279 2976816164 1012780892 2968968094 2119439498 2968968094 2117068077 2246728737 1861965050 2246728737 1861965050 864942730 1510328189 2245384272 1167322652 2246699815 4278941385 864662311 1533864325 864942730 1510328189,1.0
1506,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2154975788 2976816164 2972062794 2245384272 2766092170 2976033787 321337029 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 416356657 2132511834 1280488931 3217380708 2809361097 2132511834 2296493092 3217380708 3255046070 864942730 10565946 2132511834 2296493092 3217380708 2809361097 864942730 10565946 864942730 10565946,1.0
1507,2092489639 662595032 3217380708 783065961 3217380708 1842114921 3217380708 3983062349 3217380708 3820826669 3218693969 951226070 3218693969 951226070 3217380708 3207567135 3218693969 994485099 2246728737 422715066 2968968094 1276993226 2968968094 2142032900 2968968094 2117068077 2976033787 4093258568 2132511834 1280488931 2968968094 416356657 2968968094 2803848648 4269929640 3855292234,1.0
1508,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3933537673 2245277810 1837386944 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2245384272 1583009052 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2976816164 2804033182 2092489639 190406487 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 2246699815 2772996357 847957139 2591432844 864942730 1510328189 2968968094 2119439498 2968968094 2803848648 2245900962 868877654 847433064 2551483158,1.0
1509,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3124581743 3217380708 3796841743 2092489639 3044392905 3217380708 658405899 2041434490 1101907775 3217380708 3182824521 3217380708 3983062349 3217380708 2370996728 864942730 10565946 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246703798 980020035 2246703798 980020035 3217380708 3856463825 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 422715066,1.0
1510,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1842898132 3217380708 3982076256 3217380708 2240430134 3217380708 289801995 2968968094 4142616092 2968968094 1276993226 2968968094 1257718710 3189457552 3195927545 2976816164 4130364232 2245384272 913947419 2245384272 603510687 848128881 3121777292 2246728737 3818546315 2246728737 3818546315 2246728737 1861965050,1.0
1511,2976033787 1721149895 3217380708 1250165012 3217380708 3980805843 3217380708 3384631972 2968968094 1824088295 2976033787 2974534217 2968968094 2117068077 2968968094 2803848648 2092489639 2021812431 2968968094 2811394787 2246728737 3657471097 2132511834 2296565457 3217380708 1308598964 3217380708 4086265842 2245384272 618671879 2246728737 3542456614 2246728737 422715066 864942730 10565946,1.0
1512,3218693969 994485099 3217380708 2284773903 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2803848648 2041434490 3458774156 2041434490 3458774156 3217380708 111711661 3217380708 3796841743 2092489639 2975116251 3217380708 3796841743 3217380708 368531313 3189457552 4195680018 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246728737 3657471097,1.0
1513,3218693969 951226070 3217380708 3933537673 2245277810 136615304 3217380708 3933537673 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 4038637638 864674487 2222715027 2245384272 4008337421 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 864942730 1510328189 864662311 1542631284 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0
1514,3218693969 994485099 3217380708 64070612 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2041434490 1101907775 3217380708 3182824521 3217380708 3983062349 3217380708 4089138501 2245384272 3624155 2245384272 912632640 2976033787 1730555933 2968968094 2117068077 2968968094 416356657 2132511834 1289643292 2968968094 416356657 2968968094 2117068077 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
1515,2976033787 2015089002 2246699815 892756502 864674487 2077658817 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 3918336191 847961216 1790668568 2246699815 411967733 2246728737 3545365497 864942730 1510328189 3218693969 951226070 3218693969 951226070 864942730 1510328189 2132511834 3510196525 3217380708 3234104871 864942730 10565946 2968968094 1276993226 2968968094 2117068077,1.0
1516,3218693969 951226070 3217380708 3772302167 2246699815 729796064 2092489639 435232729 2968968094 2803848648 2968968094 2803848648 2092489639 1634606847 2245384272 2089117413 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2968968094 2803848648 2968968094 2803848648 864942730 1510328189 2041434490 1100037548 3218693969 3776905034 3218693969 98513984 3218693969 98513984,1.0
1517,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2473389857 2092489639 3044292246 3217380708 3974650111 2976816164 4272365792 3217380708 2809361097 2132511834 2296493092 3217380708 3119383463 864942730 10565946 864942730 10565946 2245384272 3593041223 2246728737 3542456614 2245384272 3593041223 2246728737 3542456614 864942730 10565946,1.0
1518,3217380708 3162837314 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864674487 2459741777 3217380708 1135286194 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2309124039 2246699815 4037090848 864942730 1510328189 864942795 1510323402,1.0
1519,3218693969 994485099 3217380708 2905660137 3218693969 951226070 3218693969 951226070 3217380708 1842898132 3217380708 2238101436 2976816164 1012780892 2246728737 1861965050 2976033787 2843992054 2246728737 1858577693 2976033787 2455017113 2968968094 1824088295 2092489639 1620258790 2968968094 2803848648 2968968094 2119439498 2245384272 2257970297 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864662311 26234434,1.0
1520,2976033787 1721149895 3217380708 3925172229 2092489639 3346582092 2245384272 2257970297 2245384272 1510461303 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2803848648 2092489639 963029399 3217380708 2295519362 2041434490 1236033658 3351556771 3008098818 3217380708 2487927669 3217380708 3983062349 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2968968094 2803848648 2968968094 2803848648 3217380708 3925172229 2976033787 1721149895 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 864942730 10565946 864942730 10565946,1.0
1521,3218693969 951226070 3217380708 3983062349 3217380708 36538691 2041434490 1101907775 3217380708 2284773903 3218693969 994485099 3217380708 2360741695 3218693969 951226070 3218693969 98513984 3218693969 98513984 2092489639 963029399 2968968094 2803848648 2968968094 416356657 2132511834 1289643292 2968968094 416356657 2968968094 2803848648 3217380708 2353112200 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
1522,2246728737 3657471097 2092489639 2021812431 2968968094 2803848648 2968968094 2803848648 2092489639 963029399 2968968094 2803848648 2968968094 2803848648 3217380708 499851596 2041434490 1090571167 3217380708 3183395256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 480680885 3351556771 1791250428 3217380708 4280659919 2041434490 1100037548 3218693969 3776905034 3218693969 571978829 2092489639 3042542132,1.0
1523,2245384272 3152170373 2976816164 2318542907 2968968094 2131356872 3189457552 3194612514 2976033787 1370244756 2245277810 2930852949 1016841875 170894115 1016841875 170894115 1016841875 170894115 3189457552 3194612514 2968968094 2131356872 2245384272 3152170373 864662311 1535166686 864662311 1535166686,1.0
1524,2976816164 1116101896 2976816164 4177307751 2976033787 2455275232 2968968094 1824088295 3217380708 1842898132 3217380708 2240437263 3217380708 369315086 3217380708 3026394695 3218693969 951226070 3218693969 951226070 864662311 26234434 3189457552 2697642734 2976033787 4158670456 3217380708 1301245444 864942730 10565946 3218693969 951239203 3218693969 2604585747 2092489639 2014255590 2246728737 3657471097 2968968094 2803848648 2968968094 2119439498 847961216 2570835912 2245384272 787069595 2245384272 1510461303 2245384272 1510461303 2245384272 1173125914 2246728737 3542456614,1.0
1525,3218693969 951226070 3217380708 3579962709 2245273601 2903607685 2245384272 1583799011 2245384272 1510461303 2245384272 2257970297 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2976816164 4140340356 2968968094 2119439498 2968968094 2803848648 3217380708 2154975788 3218693969 951226070 3218693969 951226070 3217380708 2424973678 3217380708 3909974435 3218693969 994485099 2245277810 1312131881 882399112 485463469 882399112 485463469 882399112 485463469 1016841875 3452535345 864662311 265892994 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 882399112 3337745083 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 882399112 3337745083,1.0
1526,3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 3334525955 2976033787 1850082398 2092489639 932734850 3217380708 1871221615 864942730 10565946 3217380708 2284773903 2041434490 1101907775 3217380708 1932106328 3217380708 2360741695 3218693969 951226070 3218693969 951226070 3218693969 951226070 3218693969 951226070 3217380708 1198890718 2041434490 1101907775 1016841875 3452535345 2245384272 3599391724 2246699815 3554022385 864942730 1510328189 2092489639 435232729 2968968094 2803848648 2968968094 2119439498 2976816164 2167817320 3189457552 3195927545 2968968094 1257718710 2968968094 1257718710 3189457552 3195927545 2968968094 2119439498 2968968094 2803848648,1.0
1527,2976033787 1721149895 2976033787 1739309282 2245384272 3129492592 864674487 2115476908 3217380708 3162837314 3218693969 951226070 3218693969 951226070 3217380708 368531313 3217380708 368531313 3218693969 994485099 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 2968968094 460073430 2132511834 1289643292 2968968094 416356657 2968968094 2117068077 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 1637836422 3218693969 951226070 3218693969 951226070 882399112 3337745083,1.0
1528,2246728737 1858577693 2976033787 3159834552 3189457552 2667063169 2976033787 3159834552 2246728737 1858577693 3189457552 2667063169 2976033787 3159834552 3189457552 2667063169 2246728737 1858577693,1.0
1529,3218693969 994485099 3217380708 2360741695 3217380708 2360741695 3218693969 951226070 3218693969 951226070 3217380708 4121755354 2245384272 2089117413 2092489639 1634606847 2968968094 2803848648 2968968094 2117068077 2976033787 623728226 847961216 1693331843 2246699815 2447826885 847961216 828869727 2246699815 1054767590 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 864942730 1510328189 2968968094 2117068077 2968968094 2803848648 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070,1.0
1530,3218693969 994485099 3217380708 2309124039 2246699815 1054767590 847961216 1693331843 2976033787 649201019 2976033787 2974534217 2968968094 2117068077 2968968094 2803848648 2092489639 198581797 2968968094 2811394787 2968968094 2803848648 2968968094 2117068077 864942730 1510328189 3217380708 1135286194 3218693969 994485099 3217380708 4158944142 3217380708 2424973678 1016841875 3452535345 847957139 1083852209 864674487 2115476908 2245384272 3129492592 2976033787 1730555933 2968968094 2117068077 2968968094 2117068077,1.0
1531,2976033787 1816178031 2245384272 1924383628 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2976816164 4140340356 3217380708 2154975788 3218693969 994485099 3217380708 368531313 3217380708 368531313 3189457552 1078211001 2968968094 2213350725 3189457552 1078211001 3218693969 951226070 3218693969 951226070 2968968094 2119439498 2968968094 2803848648 864662311 265892994 2968968094 2811394787 2092489639 662511025 3217380708 2473389857 3218693969 951226070 3218693969 951226070 3217380708 3162837314 864674487 2076190208 2246728737 3975275337 3218693969 951226070 3218693969 951226070 3217380708 1469940320 3189457552 2697642734 864942730 10565946,1.0
1532,3218693969 540046244 2041434490 1100037548 3217380708 36538691 3217380708 3796970912 2092489639 3044751281 3217380708 3820826669 3217380708 3820826669 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 2092489639 3534637918 3217380708 2370996728 864942730 10565946 2245273601 806369437 2246728737 3537119515 2246728737 3537119515 3217380708 4164236649 2041434490 3460898310 3189457552 3376021752 3217380708 3850913941 2041434490 1101907775 2976033787 3482873808 2968968094 2117068077 2968968094 2117068077,1.0
