,sentence,classification,set
1740,3218693969 951226070 3217380708 4121755354 2245384272 74537039 2245273601 3103858517 2246699815 4222851645 847961216 717512901 2245384272 773709216 2246699815 4194366826 864674487 2222715027 2245384272 2835079913 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 864942730 1510328189 864942730 1510328189 2245384272 4121384005 1026928756 229168272 2246699815 3335427733 2246728737 3545365497 864942730 1510328189 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984,1.0,valid
1741,3218693969 3777168895 3217380708 4089138501 2245384272 3992410619 848128881 3137247173 2246699815 2076768607 2246699815 3816673346 1026928756 4016716599 2246699815 1287474980 864942730 1510328189 3217380708 1686095578 3218693969 951226070 3218693969 98513984 3218693969 3143719699 3189457552 4194776273 2245384272 1167322652 2245384272 4008337421 864674487 2222715027 2246699815 4194366826 864942730 1510328189 2245384272 3995043796 864674487 2222715027 2246699815 2664995851 864942730 1510328189 2246728737 3545365497 2246728737 3545365497 2246703798 858984704 864942730 1510337516 3217380708 1445852595 2041434490 1101907775 3217380708 913310822 2041434490 1100037548 2246728737 422715066 847957139 1083852209,1.0,valid
1742,2976816164 1651390832 3217380708 4165543522 3218693969 951226070 3218693969 98513984 3218693969 203749390 3351556771 1792562719 2092489639 190406487 2968968094 2803848648 2968968094 2142032900 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 2976033787 1236795370 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2119439498 2246728737 1858577693,1.0,valid
1743,3855292234 2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1630260676 864942730 10565946 3217380708 3980805843 3217380708 3025629386 864662311 26234434 3217380708 1842114921 2968968094 1910766508 2976816164 817288796 864662311 265892994 2968968094 516041383 2976033787 1808477881 864674487 920763749 2976033787 1845306853 2968968094 517457164 2976033787 628810978 847957139 1323888424 2976033787 675765711 864662311 266675433 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 3217380708 3337420400 3217380708 3025629386 864662311 26234434 3217380708 3980805843 3217380708 1630260676 864942730 10565946 3217380708 3980805843 2246699815 2799922443 2246728737 3545365497 847336149 3531872956 847961216 3347210558 2246699815 1054767590 864942730 1510328189 3217380708 2994748777 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 4269929640,0.0,valid
1744,864662311 26234434 3217380708 2905660137 3218693969 951226070 3218693969 951226070 3217380708 3011598321 3218693969 951226070 3218693969 951226070 2246703798 980022994 2246699815 2454892078 849271271 2003146843 2245108812 3858629928 2246699815 2454892078 2246703798 980022994 3217380708 3011598321 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 849271271 2003146843 2245108812 3858629928,0.0,valid
1745,2246728737 3537119515 2245273601 895910141 2246728737 3537119515 2976033787 3795525628 3189457552 2697642734 3217380708 3921298496 864942730 10565946 3217380708 3796683318 3218693969 2070976245 2968968094 1275679867 2968968094 2803848648 2092489639 662511025 3217380708 1871221615 864942730 10565946 3217380708 64070612 3218693969 3145023872 3189457552 4194776273 3217380708 2972734032 2968968094 4142616092 3217380708 1710205153 864942730 10565946 2968968094 1824088295 2976033787 1531406731 864662311 266675433 3218693969 2446961558 3217380708 3206633359 2246728737 422715066 3218693969 951239203 3218693969 2070178920 2968968094 359833324 2132511834 831463242 3217380708 559345677 864942730 10565946 3218693969 951239203 3218693969 2447748155 2976033787 2673417767 2246728737 1858577693 2041434490 1101907775,0.0,valid
1746,2246728737 3542456614 2245384272 1173125914 2245384272 1510461303 2245384272 912632640 2976033787 1816178031 2968968094 1824088295 3217380708 1267873599 864942730 10565946 2976816164 259610089 864662311 265892994 3189457552 2651067438 2976033787 2459836637 2976033787 2584514126 847961216 1732628033 2246728737 3824063894 2976033787 675765711 864662311 266675433 2976033787 2584514126 847961216 1732628033 2246728737 3824063894 2976033787 675765711 864662311 266675433 2976033787 2459836637 3189457552 2667063169 2976033787 4122325276 3189457552 2667063169,0.0,valid
1747,2246728737 3537119515 2245273601 2059730245 2246728737 3537119515 2246699815 4036774035 864942730 1510328189 864674487 2222715027 2245384272 2835079913 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3162837314 864674487 2077658817 2246699815 892756502 864942730 1510328189 2976033787 2202598049 2092489639 3968746622 2976033787 2761319679 3351556771 3725356643 2976816164 3871159421 2246728737 1861965050 2246728737 1861965050 2976033787 2285529321 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 616374597 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 3218693969 994485099,0.0,valid
1748,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 3315826729 864942730 1510328189 2245384272 4095838119 1026928756 1271691605 3217380708 1078276907 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 909362583 864662311 1533864325 864942730 1510328189,0.0,valid
1749,2246728737 3542456614 2245384272 1173125914 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1510461303 2245384272 1167322652 2246699815 3315826729 864942730 1510328189 847961216 1693331843 2976033787 2584514126 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 2976033787 1916236386 2245384272 3153477100 864662311 1535166686 3189457552 2667063169 2976033787 1286704427 864674487 617798156 3217380708 1136130381 3217380708 368531313 3189457552 4195680018 3217380708 368531313 3218693969 951226070 3218693969 951226070 3217380708 1761226683 2968968094 1824088295 2976033787 4093258568 2132511834 3510196525 3217380708 3182177290 864942730 10565946 2976033787 499970341 847957139 1323888424 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3217380708 368531313 3189457552 4195680018 3217380708 1137369414 3218693969 994485099 3217380708 2905660137 864662311 26234434 3218693969 994485099 3217380708 970433791 3218693969 994485099 2976033787 1048103838 2132511834 3510196525 3217380708 3182177290 864942730 10565946 3217380708 3182177290 864942730 10565946 2132511834 3510196525 2976033787 1048103838 3217380708 3182177290 864942730 10565946 2132511834 3510196525 2976033787 1048103838 3217380708 3182177290 864942730 10565946 2132511834 3510196525 2976033787 2639257445 2976033787 1251717127 864674487 920763749 2976033787 1286704427 3189457552 2667063169 2976033787 1916236386 2245384272 3153477100 864662311 1535166686 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 2976033787 2584514126 847961216 1693331843 2246699815 411967733 2246728737 3545365497 864942730 1510328189 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 368531313 3189457552 4195680018 3217380708 368531313 3218693969 994485099 3217380708 970433791 3218693969 994485099 3217380708 2424973678 1016841875 3452535345 3218693969 994485099 3217380708 3182177290 864942730 10565946 2132511834 3510196525 2976033787 1273514808 2246699815 909362583 864662311 1533864325 864942730 1510328189 3217380708 3334525955 3218693969 994485099 3217380708 2905660137 864662311 26234434 3218693969 994485099 3217380708 1135286194 864674487 617798156 2976033787 1286704427 3189457552 2667063169 2976033787 1916236386 2245384272 3153477100 864662311 1535166686 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 2976033787 675765711 864662311 266675433 3217380708 3980805843 3217380708 3982076256 3218693969 994485099 3217380708 970433791 3218693969 951226070 3218693969 951226070 3217380708 3026394695 864662311 26234434 3218693969 994485099 3218693969 994485099 3217380708 2424973678 1016841875 3452535345,0.0,valid
1750,2246728737 1861965050 2976816164 362742898 2245384272 1926213669 2092489639 2530048747 3218693969 571978829 3218693969 3776905034 2041434490 3457964313 2041434490 222023415 2976033787 2202598049 2092489639 3968746622 2976033787 4068806385 2968968094 1824088295 3217380708 2510215966 864942730 10565946 2865977551 1188371204 864942730 1971534293 864942730 1971534293 2246699815 909362583 864662311 1533864325 864942730 1510328189,0.0,valid
1751,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1370310341 847957139 2599973650 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 892756502 864942730 1510328189 864674487 1979311206 2976033787 1166938615 3189457552 2697642734 3217380708 3921298496 864942730 10565946 3217380708 3982076256 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3334525955,0.0,valid
1752,2246728737 3975275337 864674487 1978844073 2976033787 1477870366 2968968094 517457164 2976033787 2127653824 2968968094 2117068077 2968968094 2117068077 2976033787 1228528465 864662311 266675433 2246703798 3525529949 2246699815 2982146873 2246728737 3545365497 2976033787 1254998976 3189457552 2697642734 3217380708 1067305901 864942730 10565946 2976033787 2617658656 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2803848648 2092489639 2557045420 3217380708 1871221615 864942730 10565946 3217380708 153234704 864942730 10565946 2976816164 259610089 864662311 265892994 3189457552 2651067438 2976033787 2459836637 2976033787 1477870366 2968968094 517457164 2976033787 1228815484 2246728737 1858577693 2968968094 1824088295 3217380708 3368912827 3218693969 2446961558 2976033787 3892562910 2245384272 3600182528 2246703798 535847852 2246997334 3696402029 3217380708 1184436594 864942730 10565946 2968968094 1824088295 2976033787 1228528465 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2246728737 422715066 864674487 1978844073 2246728737 3975275337 2976033787 1477870366 2968968094 517457164 2976033787 1236795370 2246728737 1858577693 864674487 1978844073 2246728737 3975275337,0.0,valid
1753,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1370310341 847957139 2599973650 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 909362583 864662311 1533864325 864942730 1510328189 2246728737 1861965050 2976816164 3238423678 2246728737 1861965050 2976033787 2202598049 2092489639 3968746622 2976033787 4068806385 2968968094 1824088295 3217380708 2510215966 864942730 10565946 2865977551 1188371204 864942730 1971534293 864942730 1971534293 2246699815 909362583 864662311 1533864325 864942730 1510328189,0.0,valid
1754,2246728737 3537119515 2245273601 3990065839 864662311 1542633699 2976033787 3966046416 2976033787 2761319679 3351556771 3895633315 3217380708 1908745314 3217380708 4194974166 2092489639 932734850 3217380708 3925172229 864942730 10565946 2246699815 2784506312 864662311 1533864325 864942730 1510328189 1026928756 407476071 2976033787 2325931558 2968968094 2117068077 2968968094 1399443270 2850007887 3374980050 864942730 1987872597 2968968094 1408048745,0.0,valid
1755,2246728737 3975275337 864674487 1978844073 2976033787 954800030 2976033787 1228528465 864662311 266675433 2968968094 1824088295 3217380708 926215114 864942730 10565946 3189457552 2697642734 2976033787 3058733262 2246728737 1858577693 2968968094 1823304278 3218693969 2070178920 3218693969 98466654 3218693969 98466654 3218693969 2447748155 2976033787 1250928372 864674487 920763749 2976033787 1845306853 2968968094 2117068077 2968968094 2117068077 2976033787 1787372080 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 848128881 1145656637 2246728737 3818546315 2246728737 3818546315 2976033787 1236995907 2246728737 1858577693 2968968094 517457164 2976033787 1739309282 2245384272 3600182528 2246703798 1280765160 864942730 1510337516 2976033787 954800030 864674487 920763749 2976033787 1286704427 3189457552 2667063169 2976033787 2640800466 2246728737 1858577693 2976033787 954800030 864674487 920763749 2976033787 1845306853 2968968094 516041383 2976816164 2309545239 2246728737 1861965050 864662311 265892994 2976033787 674450788 864662311 266675433 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 2976033787 3388061720 2976033787 675765711 864662311 266675433 848128881 1145656637 2246728737 3818546315 2246728737 3818546315,0.0,valid
1756,2246728737 1858577693 2976033787 2672648630 2976033787 1759553307 2968968094 517457164 2976033787 1782525992 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 3218693969 2447748155 3218693969 951239203 3217380708 3206633359 3218693969 2070976245 2968968094 1823304278 2976033787 1531406731 864662311 266675433 3218693969 2447748155 3218693969 951239203 3217380708 3206633359 3218693969 2446961558 2976033787 2198563799 847961216 1693331843 2246699815 413381818 864942730 1510328189 2246699815 3871099516 2246728737 3545365497 864942730 1510328189 2976816164 358889059 2246728737 1861965050 3217380708 2177590383 864942730 10565946 3189457552 2697642734 3217380708 3429697732 864942730 10565946 2246728737 422715066 2246728737 422715066,0.0,valid
1757,2246728737 3975275337 864674487 1978844073 2976033787 1808477881 2968968094 2117068077 2968968094 2142032900 2968968094 2117068077 2976033787 1721149895 2976033787 2996859143 2976033787 3966046416 2245273601 3990065839 2246728737 3537119515 864662311 1542633699 3217380708 3925172229 864942730 10565946 2092489639 932734850 3217380708 4194974166 3217380708 1468912781 2246699815 4037090848 864942795 1510323402 864942730 1510328189,0.0,valid
1758,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1351825692 847961216 1362518133 2246699815 3315826729 864942730 1510328189 2245384272 616374597 3217380708 4121755354 3218693969 951226070 3218693969 951226070 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 3817173321 2041434490 55489393 2968968094 3402594617 2968968094 2142032900 2968968094 416356657 2132511834 831463242 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 909362583 864662311 1533864325 864942730 1510328189,0.0,valid
1759,2246728737 3542456614 2245384272 3593041223 2976816164 2017622114 864662311 265892994 2968968094 516041383 2976033787 1808477881 864674487 920763749 2976033787 1845306853 2968968094 517457164 2976033787 1787372080 2976033787 954800030 864674487 920763749 2976033787 1845306853 2968968094 517457164 2976033787 1759553307 3189457552 2667063169 2976033787 1759553307 2968968094 1824088295 3217380708 1184436594 864942730 10565946 2976033787 3190622356 2246728737 1858577693 3189457552 2667063169 2976033787 2709732252 3189457552 2667063169 2976033787 2459836637 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 848128881 1145656637 2246728737 3818546315 2246728737 3818546315 3217380708 3337420400 3217380708 3025629386 864662311 26234434 3217380708 3980805843 3217380708 1630260676 864942730 10565946 3217380708 3980805843 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1630260676 864942730 10565946 3217380708 3980805843 3217380708 3025629386 864662311 26234434 3217380708 3337420400 2976033787 1300930276 864674487 920763749 2976033787 1845306853 2968968094 517457164 2976033787 1787372080 2976033787 675765711 864662311 266675433 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 848128881 1145656637 2246728737 3818546315 2246728737 3818546315,0.0,valid
1760,3737048253 2246728737 3537119515 2245273601 3990065839 864662311 1542633699 2976033787 3966046416 2976033787 2761319679 3351556771 3895633315 3217380708 967146357 3217380708 4194974166 2092489639 932734850 3217380708 3925172229 864942730 10565946 2246699815 4037090848 864942795 1510323402 864942730 1510328189 2245384272 2835079913 864674487 2222715027 2246699815 1349051879 847957139 2591432844 864942730 1510328189,0.0,valid
1761,2246728737 3975275337 864674487 1978844073 2976033787 1250928372 3218693969 2447748155 3218693969 3143742014 3189457552 2951477245 2976816164 3124498018 2246728737 1861965050 3189457552 2950679810 3217380708 369315086 3217380708 3120642300 2246728737 422715066 3217380708 3025629386 864662311 26234434 3217380708 3981762496 3217380708 3025629386 864662311 26234434 3217380708 2851977513 2132511834 2296493092 3217380708 606428793 864942730 10565946 3217380708 3124594408 3218693969 69887201 3218693969 98466654 3218693969 2447748155 2976033787 2673417767 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 954800030 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2976033787 2847919965 2246728737 1858577693 2246728737 422715066 3217380708 3796970912 2092489639 3044751281 3218693969 571978829 3218693969 951226070 3217380708 3207567135 2246728737 422715066 3218693969 994485099 3217380708 550081331 2041434490 1101907775 3217380708 3176806076 3217380708 3981762496 3217380708 3980805843 3217380708 153234704 864942730 10565946,0.0,valid
1762,2246728737 3975275337 864674487 1978844073 2976033787 1250928372 3218693969 2447748155 3218693969 3143742014 3189457552 2951477245 2976816164 3124498018 2246728737 1861965050 3189457552 2950679810 3217380708 369315086 3217380708 3120642300 2246728737 422715066 3217380708 3025629386 864662311 26234434 3217380708 3980805843 3217380708 3025587565 3217380708 2851990823 2132511834 2296493092 3217380708 606428793 864942730 10565946 3217380708 3124594408 3218693969 69887201 3218693969 98466654 3218693969 2447748155 2976033787 2673417767 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 954800030 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2976033787 2847919965 2246728737 1858577693 2246728737 422715066 3217380708 871877728 2246703798 2851970270 847961216 4035174834 2092489639 2282936068 2968968094 2803848648 2968968094 2803848648 2092489639 190140222 2968968094 2803848648 2968968094 2803848648 2976033787 2463614838 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 2117068077 3217380708 1630260676 864942730 10565946 3217380708 3980805843 3217380708 3980805843 3217380708 153234704 864942730 10565946 864662311 26234434,0.0,valid
1763,2246728737 3975275337 864674487 1978844073 2976033787 1250928372 3218693969 2447748155 3218693969 3143742014 3189457552 2951477245 2976816164 3124498018 2246728737 1861965050 3189457552 2950679810 3217380708 369315086 3217380708 3120642300 2246728737 422715066 3217380708 3025629386 864662311 26234434 3217380708 3981762496 3217380708 3025629386 864662311 26234434 3217380708 2851977513 2132511834 2296493092 3217380708 606428793 864942730 10565946 3217380708 3124594408 3218693969 69887201 3218693969 98466654 3218693969 2447748155 2976033787 2673417767 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 954800030 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2976033787 2847919965 2246728737 1858577693 2246728737 422715066 3217380708 2393016670 2246703798 3956360032 847336149 1665524040 2092489639 937437774 2968968094 2803848648 2968968094 2803848648 2092489639 2021812431 2246728737 3657471097 2968968094 2803848648 2968968094 2803848648 3217380708 3025629386 864662311 26234434 3217380708 3981762496 3217380708 3980805843 3217380708 153234704 864942730 10565946,0.0,valid
1764,2246728737 3542456614 2245384272 592593828 848128881 4118787735 2245384272 592593828 2246728737 3542456614 3217380708 2173557700 3351556771 1791271074 3217380708 4116013187 3217380708 2851977513 2132511834 2296493092 3217380708 606428793 864942730 10565946 3217380708 3124594408 3218693969 69887201 3218693969 98466654 3218693969 2447748155 2976033787 2673417767 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 954800030 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2976033787 2847919965 2246728737 1858577693 2976033787 1250928372 864674487 1978844073 2246728737 3975275337 3218693969 2447748155 3218693969 3143742014 3189457552 2951477245 2976816164 3124498018 2246728737 1861965050 3189457552 2950679810 3217380708 369315086 3217380708 3120642300 2246728737 422715066 3217380708 3025629386 864662311 26234434 3217380708 3981762496 3217380708 3025629386 864662311 26234434 3217380708 3981762496 3217380708 3176806076 2041434490 1101907775 3217380708 3980805843 3217380708 153234704 864942730 10565946 2246728737 422715066,0.0,valid
1765,2246728737 3975275337 864674487 1978844073 2976033787 1250928372 3218693969 2447748155 3218693969 3143742014 3189457552 2951477245 2976816164 3124498018 2246728737 1861965050 3189457552 2950679810 3217380708 369315086 3217380708 3120642300 2246728737 422715066 3217380708 3025629386 864662311 26234434 3217380708 3980805843 3217380708 1630260676 864942730 10565946 3217380708 2851990823 3217380708 2851990823 2132511834 3727977332 2976816164 1086092262 2968968094 2119439498 2968968094 2803848648 2092489639 1634606847 2968968094 2803848648 2968968094 2119439498 2245384272 2258843522 2245273601 2423543607 2246728737 3537119515 2246728737 3537119515 2041434490 631553871 3217380708 658782932 3217380708 3980805843 3217380708 3980805843 3217380708 153234704 864942730 10565946 2132511834 2296493092 3217380708 606428793 864942730 10565946 3217380708 3124594408 3218693969 69887201 3218693969 98466654 3218693969 2447748155 2976033787 2673417767 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 675765711 864662311 266675433 2976033787 2847919965 2246728737 1858577693 2976033787 954800030 864674487 1979311206 2246699815 2664995851 2246728737 3545365497 864942730 1510328189 2976033787 2847919965 2246728737 1858577693 2246728737 422715066,0.0,valid
1766,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 1054767590 864942730 1510328189 3217380708 3811375594 2041434490 1101907775 3217380708 3182824521 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 3182824521 2041434490 1101907775 3217380708 3811375594 2246699815 2784506312 864662311 1533864325 864942730 1510328189 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 909362583 864662311 1533864325 864942730 1510328189,0.0,valid
1767,2246728737 3542456614 2245384272 1173125914 2245384272 787069595 847961216 894436332 2245384272 781912670 2245273601 1674219510 864662311 1542633699 2245384272 4003049590 864674487 2115476908 3217380708 1135286194 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 2309124039 2246699815 1909986973 864942730 1510328189 2245384272 1167322652 2245384272 3624155 3217380708 4121755354 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070,0.0,valid
1768,2246728737 422715066 3217380708 3124581743 3218693969 3777168895 2041434490 2434373675 2092489639 4212936508 3217380708 3089236829 2246699815 1054767590 864942730 1510328189 847961216 1693331843 2976033787 2285529321 2976033787 2761319679 3351556771 3725356643 2976816164 3871159421 2246728737 1861965050 2246728737 1861965050 2976033787 2202598049 2092489639 3968746622 3217380708 3925172229 864942730 10565946 2246699815 909362583 864662311 1533864325 864942730 1510328189 3217380708 3798139026 3217380708 2424973678 1016841875 3452535345 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2424973678 1016841875 3452535345,0.0,valid
1769,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1351825692 847961216 1362518133 2246699815 2447826885 864942730 1510328189 847961216 1790668568 3217380708 4041573576 3218693969 3777168895 2041434490 1100037548 3217380708 2542264270 2132511834 2296565457 3217380708 328936174 864942730 10565946 847961216 600629739 3217380708 3918336191 3218693969 951226070 3218693969 951226070 3217380708 2223687999 3218693969 951226070 3218693969 951226070 999334238 3532053313 847957139 3275683399 864942730 2228063684 864942730 2228063684 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 909362583 864662311 1533864325 864942730 1510328189,0.0,valid
1770,3737048253 2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 2285529321 847961216 1693331843 2246699815 4222851645 864942730 1510328189 2245273601 1351825692 847961216 1362518133 2246699815 1054767590 864942730 1510328189 3217380708 2309124039 3218693969 951226070 3218693969 951226070 3217380708 621690156 2132511834 2296565457 3217380708 328936174 864942730 10565946 3217380708 2353112200 3218693969 951226070 3218693969 951226070 3217380708 2223687999 3218693969 951226070 3218693969 951226070 999334238 3045022511 864942730 2228063684 864942730 2228063684 848128881 368370992 2245384272 603510687 2245384272 4023654873 864662311 1535166686 2245384272 603510687 2245384272 4023654873 864662311 1535166686 3217380708 3579962709 3218693969 951226070 3218693969 951226070 3217380708 2905660137 864662311 26234434 3218693969 951226070 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 1079699788 864942795 1510323402 864942730 1510328189,0.0,valid
1771,2246728737 1861965050 2976816164 3871159421 2246728737 1861965050 3351556771 3725356643 2976033787 2761319679 2976033787 3693875873 848128881 1077293674 2245273601 2403608906 2246699815 4222851645 864942730 1510328189 847961216 828869727 2246699815 3315826729 864942730 1510328189 2245384272 772927515 847957139 2592785365 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 2246699815 2013971494 849275503 2669055056 3217380708 2994748777 3218693969 951226070 3218693969 3776905034 2041434490 3118255683 3218693969 3776905034 3218693969 951226070 3217380708 3925172229 864942730 10565946 2092489639 3968746622 2976033787 2202598049 2246699815 909362583 864662311 1533864325 864942730 1510328189,0.0,valid
1772,2246728737 3975275337 864674487 2076190208 3217380708 1135286194 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 3982076256 3217380708 1630260676 864942730 10565946 3217380708 3980805843 3217380708 3025629386 864662311 26234434 3217380708 1842114921 2968968094 1910766508 2976816164 817288796 864662311 265892994 2968968094 516041383 2976033787 1808477881 864674487 920763749 2976033787 1845306853 2968968094 517457164 2976033787 628810978 847957139 1323888424 2976033787 954800030 864674487 920763749 2976033787 1845306853 2968968094 2117068077 2968968094 2142032900 2968968094 2142032900 2968968094 1257718710 3189457552 3194612514 2976033787 2640800466 2246728737 1858577693 3189457552 2667063169 3217380708 3337420400 3217380708 3025629386 864662311 26234434 3217380708 3980805843 3217380708 1630260676 864942730 10565946 3217380708 3980805843 2246699815 2323767245 864942730 1510328189 2245384272 4018142848 864662311 1535166686,0.0,valid
1773,2246728737 3818546315 848128881 1145656637 2246728737 3818546315 2976033787 3693875873 2976033787 1397494279 2968968094 517457164 2976033787 1636327326 3217380708 3337860654 3217380708 3025587565 864662311 26234434 3217380708 3980805843 3217380708 3026394695 864662311 26234434 3218693969 951226070 3218693969 98513984 3218693969 951226070 3217380708 2238101436 2976816164 4060296991 2246728737 1861965050 864662311 265892994 3217380708 153234704 864942730 10565946 2976816164 3785494110 864662311 265892994 3217380708 153234704 864942730 10565946 3217380708 871878897 2246699815 3959435364 864662311 1533864325 847961216 717512901 2245384272 2143080395 847961216 1369588494 2245273601 1351825692 2246699815 4222851645 864942730 1510328189 847961216 1693331843 2976033787 2285529321 2976033787 2761319679 3351556771 3725356643 2976816164 3871159421 2246728737 1861965050 2246728737 1861965050 2976033787 2202598049 2092489639 3968746622 3217380708 3925172229 864942730 10565946 2246699815 909362583 864662311 1533864325 864942730 1510328189 3217380708 3579962709 3218693969 951226070 3218693969 98513984 3218693969 98513984 3218693969 98513984 3218693969 951226070 3217380708 1250165012 864942730 10565946,0.0,valid
